시간,TID,차량번호,차량군,주행거리(km),속도(km/h),배터리전압(V),배터리SOC(%),배터리온도(°C),배터리출력전류(A),시동상태,주차브레이크,위도,경도,GPS속도(km/h),모터온도(°C),냉각수온도(°C),인버터온도(°C),화물칸문,목표온도(°C),현재온도(°C),압축기레벨,팬듀티,제상모드,냉동모드,팩SOC(%),팩SOH(%),팩전압(V),팩방전전류(A),팩충전전류(A),셀최대전압(V),셀최소전압(V),셀최대온도(°C),셀최소온도(°C),절연저항(Ω),충전기연결상태
2025-05-06 15:16:18,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.8,,,,OFF,ON,37.330289,126.955003,2.2,2.5,999.9,2.1,000000,-20,7.5,0,0,OFF,OFF,68,0,344.6,1,0,0,0,0,0,0,
2025-05-06 15:16:19,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.8,,,,OFF,ON,37.330289,126.955003,2.2,2.5,999.9,2.1,000000,-20,7.5,0,0,OFF,OFF,68,0,344.6,1,0,0,0,0,0,0,
2025-05-06 15:16:20,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.8,,,,OFF,ON,37.330289,126.955003,2.2,2.5,999.9,2.1,000000,-20,12.3,0,0,OFF,OFF,68,0,344.6,1,0,0,0,0,0,0,
2025-05-06 15:16:21,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.8,,,,OFF,ON,37.330289,126.955003,2.2,2.5,999.9,2.1,000000,-20,12.3,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 15:46:19,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.8,,,,OFF,ON,37.330308,126.954436,0,2.5,999.9,2.1,000000,-20,12.3,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 15:46:20,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.8,,,,OFF,ON,37.330308,126.954436,0,2.5,999.9,2.1,000000,-20,12.3,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 15:46:21,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.8,,,,OFF,ON,37.330308,126.954436,0,2.5,999.9,2.1,000000,-20,13.4,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 15:46:22,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.8,,,,OFF,ON,37.330308,126.954436,0,2.5,999.9,2.1,000000,-20,13.4,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 16:16:20,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.7,,,,OFF,ON,37.330321,126.954551,0,2.5,999.9,2.1,000000,-20,13.4,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 16:16:21,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.7,,,,OFF,ON,37.330321,126.954551,0,2.5,999.9,2.1,000000,-20,13.4,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 16:16:22,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.7,,,,OFF,ON,37.330321,126.954551,0,2.5,999.9,2.1,000000,-20,13.8,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 16:16:23,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.7,,,,OFF,ON,37.330321,126.954551,0,2.5,999.9,2.1,000000,-20,13.8,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 16:46:21,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.7,,,,OFF,ON,37.330325,126.954605,0,2.5,999.9,2.1,000000,-20,13.8,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 16:46:22,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.7,,,,OFF,ON,37.330325,126.954605,0,2.5,999.9,2.1,000000,-20,13.8,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 16:46:23,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.7,,,,OFF,ON,37.330325,126.954605,0,2.5,999.9,2.1,000000,-20,14.2,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 16:46:24,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12.7,,,,OFF,ON,37.330325,126.954605,0,2.5,999.9,2.1,000000,-20,14.2,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 17:15:39,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12,,,,ON,ON,37.330307,126.954615,0,2.5,999.9,2.1,000000,-20,14.2,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 17:15:40,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12,,,,ON,ON,37.330307,126.954615,0,1.7,999.9,1.6,000000,-20,14.2,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 17:15:41,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12,,,,ON,ON,37.330307,126.954615,0,1.7,999.9,1.6,000000,-20,14.3,0,0,OFF,OFF,68,0,344.7,0,0,0,0,0,0,0,
2025-05-06 17:15:42,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,12,,,,ON,ON,37.330307,126.954615,0,1.7,999.9,1.6,000000,-20,14.3,0,0,OFF,OFF,68,0,346.4,0,0,0,0,0,0,0,
2025-05-06 17:16:10,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,13.3,,,,READY,ON,37.330306,126.954188,0,1.7,999.9,1.6,000000,-20,14.3,0,0,OFF,OFF,68,0,346.4,0,0,0,0,0,0,0,
2025-05-06 17:16:11,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,13.3,,,,READY,ON,37.330306,126.954188,0,1.8,999.9,1.7,000000,-20,14.3,0,0,OFF,OFF,68,0,346.4,0,0,0,0,0,0,0,
2025-05-06 17:16:12,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,13.3,,,,READY,ON,37.330306,126.954188,0,1.8,999.9,1.7,000000,-20,14.3,0,0,OFF,OFF,68,0,346.4,0,0,0,0,0,0,0,
2025-05-06 17:16:13,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,13.3,,,,READY,ON,37.330306,126.954188,0,1.8,999.9,1.7,000000,-20,14.3,0,0,OFF,OFF,68,0,346.1,1.2,0,0,0,0,0,0,
2025-05-06 17:16:41,HJLGC0059RD504141,전북91사4698,컬리/H,0,27,13.3,,,,READY,ON,37.330306,126.954188,0,1.8,999.9,1.7,000000,-20,14.3,0,0,OFF,OFF,68,0,346.1,1.2,0,0,0,0,0,0,
2025-05-06 17:16:42,HJLGC0059RD504141,전북91사4698,컬리/H,0,27,13.3,,,,READY,OFF,37.330306,126.954188,0,1.8,999.9,2.2,000000,-20,14.3,0,0,OFF,OFF,68,0,346.1,1.2,0,0,0,0,0,0,
2025-05-06 17:16:43,HJLGC0059RD504141,전북91사4698,컬리/H,0,27,13.3,,,,READY,OFF,37.330306,126.954188,0,1.8,999.9,2.2,000000,-20,14.3,0,0,OFF,OFF,68,0,346.1,1.2,0,0,0,0,0,0,
2025-05-06 17:16:44,HJLGC0059RD504141,전북91사4698,컬리/H,0,27,13.3,,,,READY,OFF,37.330306,126.954188,0,1.8,999.9,2.2,000000,-20,14.3,0,0,OFF,OFF,68,0,341.8,31.5,0,0,0,0,0,0,
2025-05-06 17:17:12,HJLGC0059RD504141,전북91사4698,컬리/H,0,19,13.2,,,,READY,OFF,37.330328,126.954241,0,1.8,999.9,2.2,000000,-20,14.3,0,0,OFF,OFF,68,0,341.8,31.5,0,0,0,0,0,0,
2025-05-06 17:17:13,HJLGC0059RD504141,전북91사4698,컬리/H,0,19,13.2,,,,READY,OFF,37.330328,126.954241,0,2,999.9,2,000000,-20,14.3,0,0,OFF,OFF,68,0,341.8,31.5,0,0,0,0,0,0,
2025-05-06 17:17:14,HJLGC0059RD504141,전북91사4698,컬리/H,0,19,13.2,,,,READY,OFF,37.330328,126.954241,0,2,999.9,2,000000,-20,13.8,0,0,OFF,OFF,68,0,341.8,31.5,0,0,0,0,0,0,
2025-05-06 17:17:15,HJLGC0059RD504141,전북91사4698,컬리/H,0,19,13.2,,,,READY,OFF,37.330328,126.954241,0,2,999.9,2,000000,-20,13.8,0,0,OFF,OFF,68,0,346.1,-0.9,0,0,0,0,0,0,
2025-05-06 17:17:43,HJLGC0059RD504141,전북91사4698,컬리/H,0,27,13.2,,,,READY,OFF,37.330754,126.955345,2,2,999.9,2,000000,-20,13.8,0,0,OFF,OFF,68,0,346.1,-0.9,0,0,0,0,0,0,
2025-05-06 17:17:44,HJLGC0059RD504141,전북91사4698,컬리/H,0,27,13.2,,,,READY,OFF,37.330754,126.955345,2,2.2,999.9,2.3,000000,-20,13.8,0,0,OFF,OFF,68,0,346.1,-0.9,0,0,0,0,0,0,
2025-05-06 17:17:45,HJLGC0059RD504141,전북91사4698,컬리/H,0,27,13.2,,,,READY,OFF,37.330754,126.955345,2,2.2,999.9,2.3,000000,-20,11.6,0,0,OFF,OFF,68,0,346.1,-0.9,0,0,0,0,0,0,
2025-05-06 17:17:46,HJLGC0059RD504141,전북91사4698,컬리/H,0,27,13.2,,,,READY,OFF,37.330754,126.955345,2,2.2,999.9,2.3,000000,-20,11.6,0,0,OFF,OFF,68,0,351.3,-41.9,0,0,0,0,0,0,
2025-05-06 17:18:14,HJLGC0059RD504141,전북91사4698,컬리/H,0,20,13.2,,,,READY,OFF,37.331066,126.954987,0.8,2.2,999.9,2.3,000000,-20,11.6,0,0,OFF,OFF,68,0,351.3,-41.9,0,0,0,0,0,0,
2025-05-06 17:18:15,HJLGC0059RD504141,전북91사4698,컬리/H,0,20,13.2,,,,READY,OFF,37.331066,126.954987,0.8,2.3,999.9,2.2,000000,-20,11.6,0,0,OFF,OFF,68,0,351.3,-41.9,0,0,0,0,0,0,
2025-05-06 17:18:16,HJLGC0059RD504141,전북91사4698,컬리/H,0,20,13.2,,,,READY,OFF,37.331066,126.954987,0.8,2.3,999.9,2.2,000000,-20,9.9,0,0,OFF,OFF,68,0,351.3,-41.9,0,0,0,0,0,0,
2025-05-06 17:18:17,HJLGC0059RD504141,전북91사4698,컬리/H,0,20,13.2,,,,READY,OFF,37.331066,126.954987,0.8,2.3,999.9,2.2,000000,-20,9.9,0,0,OFF,OFF,68,0,342.2,39.7,0,0,0,0,0,0,
2025-05-06 17:18:45,HJLGC0059RD504141,전북91사4698,컬리/H,0,52,13.2,,,,READY,OFF,37.330076,126.954083,10,2.3,999.9,2.2,000000,-20,9.9,0,0,OFF,OFF,68,0,342.2,39.7,0,0,0,0,0,0,
2025-05-06 17:18:46,HJLGC0059RD504141,전북91사4698,컬리/H,0,52,13.2,,,,READY,OFF,37.330076,126.954083,10,2.7,999.9,2.4,000000,-20,9.9,0,0,OFF,OFF,68,0,342.2,39.7,0,0,0,0,0,0,
2025-05-06 17:18:47,HJLGC0059RD504141,전북91사4698,컬리/H,0,52,13.2,,,,READY,OFF,37.330076,126.954083,10,2.7,999.9,2.4,000000,-20,8.3,0,0,OFF,OFF,68,0,342.2,39.7,0,0,0,0,0,0,
2025-05-06 17:18:48,HJLGC0059RD504141,전북91사4698,컬리/H,0,52,13.2,,,,READY,OFF,37.330076,126.954083,10,2.7,999.9,2.4,000000,-20,8.3,0,0,OFF,OFF,67,0,326.9,153.1,0,0,0,0,0,0,
2025-05-06 17:19:16,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.2,,,,READY,OFF,37.331774,126.956499,25.7,2.7,999.9,2.4,000000,-20,8.3,0,0,OFF,OFF,67,0,326.9,153.1,0,0,0,0,0,0,
2025-05-06 17:19:17,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.2,,,,READY,OFF,37.331774,126.956499,25.7,3.2,999.9,2.1,000000,-20,8.3,0,0,OFF,OFF,67,0,326.9,153.1,0,0,0,0,0,0,
2025-05-06 17:19:18,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.2,,,,READY,OFF,37.331774,126.956499,25.7,3.2,999.9,2.1,000000,-20,6.6,0,0,OFF,OFF,67,0,326.9,153.1,0,0,0,0,0,0,
2025-05-06 17:19:19,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.2,,,,READY,OFF,37.331774,126.956499,25.7,3.2,999.9,2.1,000000,-20,6.6,0,0,OFF,OFF,66,0,329.6,90.8,0,0,0,0,0,0,
2025-05-06 17:19:47,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.2,,,,READY,OFF,37.326236,126.95738,40.9,3.2,999.9,2.1,000000,-20,6.6,0,0,OFF,OFF,66,0,329.6,90.8,0,0,0,0,0,0,
2025-05-06 17:19:48,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.2,,,,READY,OFF,37.326236,126.95738,40.9,3.4,999.9,1.9,000000,-20,6.6,0,0,OFF,OFF,66,0,329.6,90.8,0,0,0,0,0,0,
2025-05-06 17:19:49,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.2,,,,READY,OFF,37.326236,126.95738,40.9,3.4,999.9,1.9,000000,-20,5.2,0,0,OFF,OFF,66,0,329.6,90.8,0,0,0,0,0,0,
2025-05-06 17:19:50,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.2,,,,READY,OFF,37.326236,126.95738,40.9,3.4,999.9,1.9,000000,-20,5.2,0,0,OFF,OFF,66,0,330,103.6,0,0,0,0,0,0,
2025-05-06 17:20:18,HJLGC0059RD504141,전북91사4698,컬리/H,0,79,13.2,,,,READY,OFF,37.321166,126.957473,40.9,3.4,999.9,1.9,000000,-20,5.2,0,0,OFF,OFF,66,0,330,103.6,0,0,0,0,0,0,
2025-05-06 17:20:19,HJLGC0059RD504141,전북91사4698,컬리/H,0,79,13.2,,,,READY,OFF,37.321166,126.957473,40.9,3.6,999.9,2.2,000000,-20,5.2,0,0,OFF,OFF,66,0,330,103.6,0,0,0,0,0,0,
2025-05-06 17:20:20,HJLGC0059RD504141,전북91사4698,컬리/H,0,79,13.2,,,,READY,OFF,37.321166,126.957473,40.9,3.6,999.9,2.2,000000,-20,3.8,0,0,OFF,OFF,66,0,330,103.6,0,0,0,0,0,0,
2025-05-06 17:20:21,HJLGC0059RD504141,전북91사4698,컬리/H,0,79,13.2,,,,READY,OFF,37.321166,126.957473,40.9,3.6,999.9,2.2,000000,-20,3.8,0,0,OFF,OFF,65,0,329.2,90.8,0,0,0,0,0,0,
2025-05-06 17:20:49,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.3,,,,READY,OFF,37.316166,126.957707,42,3.6,999.9,2.2,000000,-20,3.8,0,0,OFF,OFF,65,0,329.2,90.8,0,0,0,0,0,0,
2025-05-06 17:20:50,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.3,,,,READY,OFF,37.316166,126.957707,42,3.8,999.9,2.1,000000,-20,3.8,0,0,OFF,OFF,65,0,329.2,90.8,0,0,0,0,0,0,
2025-05-06 17:20:51,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.3,,,,READY,OFF,37.316166,126.957707,42,3.8,999.9,2.1,000000,-20,2.7,0,0,OFF,OFF,65,0,329.2,90.8,0,0,0,0,0,0,
2025-05-06 17:20:52,HJLGC0059RD504141,전북91사4698,컬리/H,0,77,13.3,,,,READY,OFF,37.316166,126.957707,42,3.8,999.9,2.1,000000,-20,2.7,0,0,OFF,OFF,65,0,326.9,111.2,0,0,0,0,0,0,
2025-05-06 17:21:20,HJLGC0059RD504141,전북91사4698,컬리/H,0,75,13.2,,,,READY,OFF,37.310198,126.957967,40.9,3.8,999.9,2.1,000000,-20,2.7,0,0,OFF,OFF,65,0,326.9,111.2,0,0,0,0,0,0,
2025-05-06 17:21:21,HJLGC0059RD504141,전북91사4698,컬리/H,0,75,13.2,,,,READY,OFF,37.310198,126.957967,40.9,3.8,999.9,1.8,000000,-20,2.7,0,0,OFF,OFF,65,0,326.9,111.2,0,0,0,0,0,0,
2025-05-06 17:21:22,HJLGC0059RD504141,전북91사4698,컬리/H,0,75,13.2,,,,READY,OFF,37.310198,126.957967,40.9,3.8,999.9,1.8,000000,-20,1.7,0,0,OFF,OFF,65,0,326.9,111.2,0,0,0,0,0,0,
2025-05-06 17:21:23,HJLGC0059RD504141,전북91사4698,컬리/H,0,75,13.2,,,,READY,OFF,37.310198,126.957967,40.9,3.8,999.9,1.8,000000,-20,1.7,0,0,OFF,OFF,64,0,333.8,56.8,0,0,0,0,0,0,
2025-05-06 17:21:51,HJLGC0059RD504141,전북91사4698,컬리/H,0,80,13.2,,,,READY,OFF,37.304455,126.958837,40.4,3.8,999.9,1.8,000000,-20,1.7,0,0,OFF,OFF,64,0,333.8,56.8,0,0,0,0,0,0,
2025-05-06 17:21:52,HJLGC0059RD504141,전북91사4698,컬리/H,0,80,13.2,,,,READY,OFF,37.304455,126.958837,40.4,3.7,999.9,1.9,000000,-20,1.7,0,0,OFF,OFF,64,0,333.8,56.8,0,0,0,0,0,0,
2025-05-06 17:21:53,HJLGC0059RD504141,전북91사4698,컬리/H,0,80,13.2,,,,READY,OFF,37.304455,126.958837,40.4,3.7,999.9,1.9,000000,-20,0.9,0,0,OFF,OFF,64,0,333.8,56.8,0,0,0,0,0,0,
2025-05-06 17:21:54,HJLGC0059RD504141,전북91사4698,컬리/H,0,80,13.2,,,,READY,OFF,37.304455,126.958837,40.4,3.7,999.9,1.9,000000,-20,0.9,0,0,OFF,OFF,64,0,332.7,59.6,0,0,0,0,0,0,
2025-05-06 17:22:23,HJLGC0059RD504141,전북91사4698,컬리/H,0,84,13.2,,,,READY,OFF,37.301362,126.964888,42.9,3.7,999.9,1.9,000000,-20,0.9,0,0,OFF,OFF,64,0,332.7,59.6,0,0,0,0,0,0,
2025-05-06 17:22:24,HJLGC0059RD504141,전북91사4698,컬리/H,0,84,13.2,,,,READY,OFF,37.301362,126.964888,42.9,3.7,999.9,1.8,000000,-20,0.9,0,0,OFF,OFF,64,0,332.7,59.6,0,0,0,0,0,0,
2025-05-06 17:22:25,HJLGC0059RD504141,전북91사4698,컬리/H,0,84,13.2,,,,READY,OFF,37.301362,126.964888,42.9,3.7,999.9,1.8,000000,-20,0.1,0,0,OFF,OFF,64,0,332.7,59.6,0,0,0,0,0,0,
2025-05-06 17:22:26,HJLGC0059RD504141,전북91사4698,컬리/H,0,84,13.2,,,,READY,OFF,37.301362,126.964888,42.9,3.7,999.9,1.8,000000,-20,0.1,0,0,OFF,OFF,63,0,335.3,32.6,0,0,0,0,0,0,
2025-05-06 17:22:53,HJLGC0059RD504141,전북91사4698,컬리/H,0,73,13.2,,,,READY,OFF,37.300541,126.972571,45.1,3.7,999.9,1.8,000000,-20,0.1,0,0,OFF,OFF,63,0,335.3,32.6,0,0,0,0,0,0,
2025-05-06 17:22:54,HJLGC0059RD504141,전북91사4698,컬리/H,0,73,13.2,,,,READY,OFF,37.300541,126.972571,45.1,3.7,999.9,2.1,000000,-20,0.1,0,0,OFF,OFF,63,0,335.3,32.6,0,0,0,0,0,0,
2025-05-06 17:22:55,HJLGC0059RD504141,전북91사4698,컬리/H,0,73,13.2,,,,READY,OFF,37.300541,126.972571,45.1,3.7,999.9,2.1,000000,-20,-0.3,0,0,OFF,OFF,63,0,335.3,32.6,0,0,0,0,0,0,
2025-05-06 17:22:56,HJLGC0059RD504141,전북91사4698,컬리/H,0,73,13.2,,,,READY,OFF,37.300541,126.972571,45.1,3.7,999.9,2.1,000000,-20,-0.3,0,0,OFF,OFF,63,0,326.7,130.5,0,0,0,0,0,0,
2025-05-06 17:23:24,HJLGC0059RD504141,전북91사4698,컬리/H,0,3,13.3,,,,READY,OFF,37.29855,126.978245,39.2,3.7,999.9,2.1,000000,-20,-0.3,0,0,OFF,OFF,63,0,326.7,130.5,0,0,0,0,0,0,
2025-05-06 17:23:25,HJLGC0059RD504141,전북91사4698,컬리/H,0,3,13.3,,,,READY,OFF,37.29855,126.978245,39.2,3.7,999.9,1.9,000000,-20,-0.3,0,0,OFF,OFF,63,0,326.7,130.5,0,0,0,0,0,0,
2025-05-06 17:23:26,HJLGC0059RD504141,전북91사4698,컬리/H,0,3,13.3,,,,READY,OFF,37.29855,126.978245,39.2,3.7,999.9,1.9,000000,-20,-0.8,0,0,OFF,OFF,63,0,326.7,130.5,0,0,0,0,0,0,
2025-05-06 17:23:27,HJLGC0059RD504141,전북91사4698,컬리/H,0,3,13.3,,,,READY,OFF,37.29855,126.978245,39.2,3.7,999.9,1.9,000000,-20,-0.8,0,0,OFF,OFF,63,0,341.3,1.3,0,0,0,0,0,0,
2025-05-06 17:23:55,HJLGC0059RD504141,전북91사4698,컬리/H,0,34,13.3,,,,READY,OFF,37.294604,126.981638,3.9,3.7,999.9,1.9,000000,-20,-0.8,0,0,OFF,OFF,63,0,341.3,1.3,0,0,0,0,0,0,
2025-05-06 17:23:56,HJLGC0059RD504141,전북91사4698,컬리/H,0,34,13.3,,,,READY,OFF,37.294604,126.981638,3.9,3.6,999.9,3,000000,-20,-0.8,0,0,OFF,OFF,63,0,341.3,1.3,0,0,0,0,0,0,
2025-05-06 17:23:57,HJLGC0059RD504141,전북91사4698,컬리/H,0,34,13.3,,,,READY,OFF,37.294604,126.981638,3.9,3.6,999.9,3,000000,-20,-0.5,0,0,OFF,OFF,63,0,341.3,1.3,0,0,0,0,0,0,
2025-05-06 17:23:58,HJLGC0059RD504141,전북91사4698,컬리/H,0,34,13.3,,,,READY,OFF,37.294604,126.981638,3.9,3.6,999.9,3,000000,-20,-0.5,0,0,OFF,OFF,63,0,326.4,152.4,0,0,0,0,0,0,
2025-05-06 17:24:26,HJLGC0059RD504141,전북91사4698,컬리/H,0,51,13.3,,,,READY,OFF,37.294495,126.981763,16.9,3.6,999.9,3,000000,-20,-0.5,0,0,OFF,OFF,63,0,326.4,152.4,0,0,0,0,0,0,
2025-05-06 17:24:27,HJLGC0059RD504141,전북91사4698,컬리/H,0,51,13.3,,,,READY,OFF,37.294495,126.981763,16.9,4.1,999.9,2.5,000000,-20,-0.5,0,0,OFF,OFF,63,0,326.4,152.4,0,0,0,0,0,0,
2025-05-06 17:24:28,HJLGC0059RD504141,전북91사4698,컬리/H,0,51,13.3,,,,READY,OFF,37.294495,126.981763,16.9,4.1,999.9,2.5,000000,-20,-0.1,0,0,OFF,OFF,63,0,326.4,152.4,0,0,0,0,0,0,
2025-05-06 17:24:29,HJLGC0059RD504141,전북91사4698,컬리/H,0,51,13.3,,,,READY,OFF,37.294495,126.981763,16.9,4.1,999.9,2.5,000000,-20,-0.1,0,0,OFF,OFF,63,0,326.7,146.6,0,0,0,0,0,0,
2025-05-06 17:24:57,HJLGC0059RD504141,전북91사4698,컬리/H,0,78,13.3,,,,READY,OFF,37.290999,126.984942,26.4,4.1,999.9,2.5,000000,-20,-0.1,0,0,OFF,OFF,63,0,326.7,146.6,0,0,0,0,0,0,
2025-05-06 17:24:58,HJLGC0059RD504141,전북91사4698,컬리/H,0,78,13.3,,,,READY,OFF,37.290999,126.984942,26.4,4.3,999.9,2,000000,-20,-0.1,0,0,OFF,OFF,63,0,326.7,146.6,0,0,0,0,0,0,
2025-05-06 17:24:59,HJLGC0059RD504141,전북91사4698,컬리/H,0,78,13.3,,,,READY,OFF,37.290999,126.984942,26.4,4.3,999.9,2,000000,-20,0.1,0,0,OFF,OFF,63,0,326.7,146.6,0,0,0,0,0,0,
2025-05-06 17:25:00,HJLGC0059RD504141,전북91사4698,컬리/H,0,78,13.3,,,,READY,OFF,37.290999,126.984942,26.4,4.3,999.9,2,000000,-20,0.1,0,0,OFF,OFF,62,0,338.3,1.6,0,0,0,0,0,0,
2025-05-06 17:25:28,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,13.3,,,,READY,OFF,37.286069,126.988903,41.4,4.3,999.9,2,000000,-20,0.1,0,0,OFF,OFF,62,0,338.3,1.6,0,0,0,0,0,0,
2025-05-06 17:25:29,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,13.3,,,,READY,OFF,37.286069,126.988903,41.4,4.1,999.9,1.8,000000,-20,0.1,0,0,OFF,OFF,62,0,338.3,1.6,0,0,0,0,0,0,
2025-05-06 17:25:30,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,13.3,,,,READY,OFF,37.286069,126.988903,41.4,4.1,999.9,1.8,000000,-20,0.6,0,0,OFF,OFF,62,0,338.3,1.6,0,0,0,0,0,0,
2025-05-06 17:25:31,HJLGC0059RD504141,전북91사4698,컬리/H,0,0,13.3,,,,READY,OFF,37.286069,126.988903,41.4,4.1,999.9,1.8,000000,-20,0.6,0,0,OFF,OFF,62,0,340.8,1.1,0,0,0,0,0,0,
2025-05-06 17:25:59,HJLGC0059RD504141,전북91사4698,컬리/H,0,82,13.3,,,,READY,OFF,37.284504,126.989868,0,4.1,999.9,1.8,000000,-20,0.6,0,0,OFF,OFF,62,0,340.8,1.1,0,0,0,0,0,0,
2025-05-06 17:26:00,HJLGC0059RD504141,전북91사4698,컬리/H,0,82,13.3,,,,READY,OFF,37.284504,126.989868,0,4.4,999.9,2.1,000000,-20,0.6,0,0,OFF,OFF,62,0,340.8,1.1,0,0,0,0,0,0,
2025-05-06 17:26:01,HJLGC0059RD504141,전북91사4698,컬리/H,0,82,13.3,,,,READY,OFF,37.284504,126.989868,0,4.4,999.9,2.1,000000,-20,1,0,0,OFF,OFF,62,0,340.8,1.1,0,0,0,0,0,0,
2025-05-06 17:26:02,HJLGC0059RD504141,전북91사4698,컬리/H,0,82,13.3,,,,READY,OFF,37.284504,126.989868,0,4.4,999.9,2.1,000000,-20,1,0,0,OFF,OFF,62,0,331.6,66.5,0,0,0,0,0,0,
2025-05-06 17:26:30,HJLGC0059RD504141,전북91사4698,컬리/H,0,86,13.2,,,,READY,OFF,37.28114,126.991847,43.9,4.4,999.9,2.1,000000,-20,1,0,0,OFF,OFF,62,0,331.6,66.5,0,0,0,0,0,0,
2025-05-06 17:26:31,HJLGC0059RD504141,전북91사4698,컬리/H,0,86,13.2,,,,READY,OFF,37.28114,126.991847,43.9,4.3,999.9,2,000000,-20,1,0,0,OFF,OFF,62,0,331.6,66.5,0,0,0,0,0,0,
2025-05-06 17:26:32,HJLGC0059RD504141,전북91사4698,컬리/H,0,86,13.2,,,,READY,OFF,37.28114,126.991847,43.9,4.3,999.9,2,000000,-20,2.3,0,0,OFF,OFF,62,0,331.6,66.5,0,0,0,0,0,0,
2025-05-06 17:26:33,HJLGC0059RD504141,전북91사4698,컬리/H,0,86,13.2,,,,READY,OFF,37.28114,126.991847,43.9,4.3,999.9,2,000000,-20,2.3,0,0,OFF,OFF,61,0,336.6,24.7,0,0,0,0,0,0,
2025-05-06 17:27:01,HJLGC0059RD504141,전북91사4698,컬리/H,0,81,13.2,,,,READY,OFF,37.28114,126.991847,43.9,4.3,999.9,2,000000,-20,2.3,0,0,OFF,OFF,61,0,336.6,24.7,0,0,0,0,0,0,
2025-05-06 17:27:02,HJLGC0059RD504141,전북91사4698,컬리/H,0,81,13.2,,,,READY,OFF,37.28114,126.991847,43.9,4.1,999.9,2,000000,-20,2.3,0,0,OFF,OFF,61,0,336.6,24.7,0,0,0,0,0,0,
2025-05-06 17:27:03,HJLGC0059RD504141,전북91사4698,컬리/H,0,81,13.2,,,,READY,OFF,37.28114,126.991847,43.9,4.1,999.9,2,000000,-20,1.6,0,0,OFF,OFF,61,0,336.6,24.7,0,0,0,0,0,0,
