id,created,modified,start_time_nanos,end_time_nanos,origin_datasource_id,int_val,start_time,end_time,device
120251,2024-02-02 13:45:42.886047+00:00,2024-02-02 13:45:42.886052+00:00,1705626356113000000,1705626373470000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,31,2024-01-19 01:05:56.113000+00:00,2024-01-19 01:06:11.113000+00:00,samsung:SM-G996N:674632a6
120250,2024-02-02 13:45:42.886021+00:00,2024-02-02 13:45:42.886027+00:00,1705626225090000000,1705626356113000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,19,2024-01-19 01:05:45.090000+00:00,2024-01-19 01:05:56.113000+00:00,samsung:SM-G996N:674632a6
120249,2024-02-02 13:45:42.885996+00:00,2024-02-02 13:45:42.886001+00:00,1705626225090000000,1705626356113000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,31,2024-01-19 01:05:30.090000+00:00,2024-01-19 01:05:45.090000+00:00,samsung:SM-G996N:674632a6
120248,2024-02-02 13:45:42.885970+00:00,2024-02-02 13:45:42.885975+00:00,1705626225090000000,1705626356113000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,31,2024-01-19 01:05:15.090000+00:00,2024-01-19 01:05:30.090000+00:00,samsung:SM-G996N:674632a6
120247,2024-02-02 13:45:42.885946+00:00,2024-02-02 13:45:42.885950+00:00,1705626225090000000,1705626356113000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,31,2024-01-19 01:05:00.090000+00:00,2024-01-19 01:05:15.090000+00:00,samsung:SM-G996N:674632a6
120246,2024-02-02 13:45:42.885921+00:00,2024-02-02 13:45:42.885926+00:00,1705626225090000000,1705626356113000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,31,2024-01-19 01:04:45.090000+00:00,2024-01-19 01:05:00.090000+00:00,samsung:SM-G996N:674632a6
120245,2024-02-02 13:45:42.885895+00:00,2024-02-02 13:45:42.885901+00:00,1705626225090000000,1705626356113000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,31,2024-01-19 01:04:30.090000+00:00,2024-01-19 01:04:45.090000+00:00,samsung:SM-G996N:674632a6
120244,2024-02-02 13:45:42.885864+00:00,2024-02-02 13:45:42.885870+00:00,1705626225090000000,1705626356113000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,31,2024-01-19 01:04:15.090000+00:00,2024-01-19 01:04:30.090000+00:00,samsung:SM-G996N:674632a6
120243,2024-02-02 13:45:42.885840+00:00,2024-02-02 13:45:42.885844+00:00,1705626225090000000,1705626356113000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,31,2024-01-19 01:04:00.090000+00:00,2024-01-19 01:04:15.090000+00:00,samsung:SM-G996N:674632a6
120242,2024-02-02 13:45:42.885814+00:00,2024-02-02 13:45:42.885819+00:00,1705626225090000000,1705626356113000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,31,2024-01-19 01:03:45.090000+00:00,2024-01-19 01:04:00.090000+00:00,samsung:SM-G996N:674632a6
120241,2024-02-02 13:45:42.885790+00:00,2024-02-02 13:45:42.885795+00:00,1705625785085000000,1705626225090000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:03:25.085000+00:00,2024-01-19 01:03:40.085000+00:00,samsung:SM-G996N:674632a6
120240,2024-02-02 13:45:42.885765+00:00,2024-02-02 13:45:42.885770+00:00,1705625785085000000,1705626225090000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:03:10.085000+00:00,2024-01-19 01:03:25.085000+00:00,samsung:SM-G996N:674632a6
120239,2024-02-02 13:45:42.885741+00:00,2024-02-02 13:45:42.885746+00:00,1705625785085000000,1705626225090000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:02:55.085000+00:00,2024-01-19 01:03:10.085000+00:00,samsung:SM-G996N:674632a6
