id,created,modified,start_time_nanos,end_time_nanos,origin_datasource_id,int_val,start_time,end_time,device
302802,2024-07-25 05:08:43.101542+00:00,2024-07-25 05:08:43.101547+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:12:37.507829+00:00,2024-07-25 03:12:52.507829+00:00,samsung:SM-G996N:674632a6
302801,2024-07-25 05:08:43.101518+00:00,2024-07-25 05:08:43.101523+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:12:22.507829+00:00,2024-07-25 03:12:37.507829+00:00,samsung:SM-G996N:674632a6
302800,2024-07-25 05:08:43.101493+00:00,2024-07-25 05:08:43.101498+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:12:07.507829+00:00,2024-07-25 03:12:22.507829+00:00,samsung:SM-G996N:674632a6
302799,2024-07-25 05:08:43.101469+00:00,2024-07-25 05:08:43.101474+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:11:52.507829+00:00,2024-07-25 03:12:07.507829+00:00,samsung:SM-G996N:674632a6
302798,2024-07-25 05:08:43.101444+00:00,2024-07-25 05:08:43.101449+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:11:37.507829+00:00,2024-07-25 03:11:52.507829+00:00,samsung:SM-G996N:674632a6
302797,2024-07-25 05:08:43.101420+00:00,2024-07-25 05:08:43.101425+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:11:22.507829+00:00,2024-07-25 03:11:37.507829+00:00,samsung:SM-G996N:674632a6
302796,2024-07-25 05:08:43.101397+00:00,2024-07-25 05:08:43.101402+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:11:07.507829+00:00,2024-07-25 03:11:22.507829+00:00,samsung:SM-G996N:674632a6
302795,2024-07-25 05:08:43.101373+00:00,2024-07-25 05:08:43.101378+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:10:52.507829+00:00,2024-07-25 03:11:07.507829+00:00,samsung:SM-G996N:674632a6
302794,2024-07-25 05:08:43.101349+00:00,2024-07-25 05:08:43.101354+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:10:37.507829+00:00,2024-07-25 03:10:52.507829+00:00,samsung:SM-G996N:674632a6
302793,2024-07-25 05:08:43.101325+00:00,2024-07-25 05:08:43.101330+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:10:22.507829+00:00,2024-07-25 03:10:37.507829+00:00,samsung:SM-G996N:674632a6
302792,2024-07-25 05:08:43.101302+00:00,2024-07-25 05:08:43.101306+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:10:07.507829+00:00,2024-07-25 03:10:22.507829+00:00,samsung:SM-G996N:674632a6
302791,2024-07-25 05:08:43.101277+00:00,2024-07-25 05:08:43.101282+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:09:52.507829+00:00,2024-07-25 03:10:07.507829+00:00,samsung:SM-G996N:674632a6
302790,2024-07-25 05:08:43.101253+00:00,2024-07-25 05:08:43.101258+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:09:37.507829+00:00,2024-07-25 03:09:52.507829+00:00,samsung:SM-G996N:674632a6
302789,2024-07-25 05:08:43.101229+00:00,2024-07-25 05:08:43.101234+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:09:22.507829+00:00,2024-07-25 03:09:37.507829+00:00,samsung:SM-G996N:674632a6
302788,2024-07-25 05:08:43.101205+00:00,2024-07-25 05:08:43.101210+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:09:07.507829+00:00,2024-07-25 03:09:22.507829+00:00,samsung:SM-G996N:674632a6
302787,2024-07-25 05:08:43.101181+00:00,2024-07-25 05:08:43.101186+00:00,1721876932507828600,1721877318507856248,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-07-25 03:08:52.507829+00:00,2024-07-25 03:09:07.507829+00:00,samsung:SM-G996N:674632a6
120312,2024-02-02 13:45:42.887617+00:00,2024-02-02 13:45:42.887622+00:00,1705628247870000000,1705628307870000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,5,2024-01-19 01:38:12.870000+00:00,2024-01-19 01:38:27.870000+00:00,samsung:SM-G996N:674632a6
120311,2024-02-02 13:45:42.887592+00:00,2024-02-02 13:45:42.887597+00:00,1705628247870000000,1705628307870000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,5,2024-01-19 01:37:57.870000+00:00,2024-01-19 01:38:12.870000+00:00,samsung:SM-G996N:674632a6
120310,2024-02-02 13:45:42.887567+00:00,2024-02-02 13:45:42.887572+00:00,1705628247870000000,1705628307870000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,5,2024-01-19 01:37:42.870000+00:00,2024-01-19 01:37:57.870000+00:00,samsung:SM-G996N:674632a6
120309,2024-02-02 13:45:42.887541+00:00,2024-02-02 13:45:42.887546+00:00,1705628247870000000,1705628307870000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:37:27.870000+00:00,2024-01-19 01:37:42.870000+00:00,samsung:SM-G996N:674632a6
120308,2024-02-02 13:45:42.887510+00:00,2024-02-02 13:45:42.887515+00:00,1705627475092000000,1705627535092000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,4,2024-01-19 01:25:20.092000+00:00,2024-01-19 01:25:35.092000+00:00,samsung:SM-G996N:674632a6
120307,2024-02-02 13:45:42.887485+00:00,2024-02-02 13:45:42.887490+00:00,1705627475092000000,1705627535092000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,4,2024-01-19 01:25:05.092000+00:00,2024-01-19 01:25:20.092000+00:00,samsung:SM-G996N:674632a6
120306,2024-02-02 13:45:42.887460+00:00,2024-02-02 13:45:42.887465+00:00,1705627475092000000,1705627535092000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,4,2024-01-19 01:24:50.092000+00:00,2024-01-19 01:25:05.092000+00:00,samsung:SM-G996N:674632a6
120305,2024-02-02 13:45:42.887433+00:00,2024-02-02 13:45:42.887439+00:00,1705627475092000000,1705627535092000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,5,2024-01-19 01:24:35.092000+00:00,2024-01-19 01:24:50.092000+00:00,samsung:SM-G996N:674632a6
120304,2024-02-02 13:45:42.887408+00:00,2024-02-02 13:45:42.887413+00:00,1705627350097000000,1705627410097000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:23:15.097000+00:00,2024-01-19 01:23:30.097000+00:00,samsung:SM-G996N:674632a6
120303,2024-02-02 13:45:42.887382+00:00,2024-02-02 13:45:42.887388+00:00,1705627350097000000,1705627410097000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:23:00.097000+00:00,2024-01-19 01:23:15.097000+00:00,samsung:SM-G996N:674632a6
120302,2024-02-02 13:45:42.887358+00:00,2024-02-02 13:45:42.887363+00:00,1705627350097000000,1705627410097000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-01-19 01:22:45.097000+00:00,2024-01-19 01:23:00.097000+00:00,samsung:SM-G996N:674632a6
120301,2024-02-02 13:45:42.887332+00:00,2024-02-02 13:45:42.887338+00:00,1705627350097000000,1705627410097000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,7,2024-01-19 01:22:30.097000+00:00,2024-01-19 01:22:45.097000+00:00,samsung:SM-G996N:674632a6
120300,2024-02-02 13:45:42.887306+00:00,2024-02-02 13:45:42.887311+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,1,2024-01-19 01:19:59.460000+00:00,2024-01-19 01:20:02.096000+00:00,samsung:SM-G996N:674632a6
120299,2024-02-02 13:45:42.887281+00:00,2024-02-02 13:45:42.887286+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,13,2024-01-19 01:19:44.460000+00:00,2024-01-19 01:19:59.460000+00:00,samsung:SM-G996N:674632a6
120298,2024-02-02 13:45:42.887252+00:00,2024-02-02 13:45:42.887257+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,13,2024-01-19 01:19:29.460000+00:00,2024-01-19 01:19:44.460000+00:00,samsung:SM-G996N:674632a6
120297,2024-02-02 13:45:42.887227+00:00,2024-02-02 13:45:42.887232+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,13,2024-01-19 01:19:14.460000+00:00,2024-01-19 01:19:29.460000+00:00,samsung:SM-G996N:674632a6
120296,2024-02-02 13:45:42.887202+00:00,2024-02-02 13:45:42.887207+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,13,2024-01-19 01:18:59.460000+00:00,2024-01-19 01:19:14.460000+00:00,samsung:SM-G996N:674632a6
120295,2024-02-02 13:45:42.887177+00:00,2024-02-02 13:45:42.887182+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,13,2024-01-19 01:18:44.460000+00:00,2024-01-19 01:18:59.460000+00:00,samsung:SM-G996N:674632a6
120294,2024-02-02 13:45:42.887152+00:00,2024-02-02 13:45:42.887157+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,13,2024-01-19 01:18:29.460000+00:00,2024-01-19 01:18:44.460000+00:00,samsung:SM-G996N:674632a6
120293,2024-02-02 13:45:42.887127+00:00,2024-02-02 13:45:42.887132+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,13,2024-01-19 01:18:14.460000+00:00,2024-01-19 01:18:29.460000+00:00,samsung:SM-G996N:674632a6
120292,2024-02-02 13:45:42.887102+00:00,2024-02-02 13:45:42.887107+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,13,2024-01-19 01:17:59.460000+00:00,2024-01-19 01:18:14.460000+00:00,samsung:SM-G996N:674632a6
120291,2024-02-02 13:45:42.887077+00:00,2024-02-02 13:45:42.887081+00:00,1705627064460000000,1705627202096000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,13,2024-01-19 01:17:44.460000+00:00,2024-01-19 01:17:59.460000+00:00,samsung:SM-G996N:674632a6
120290,2024-02-02 13:45:42.887051+00:00,2024-02-02 13:45:42.887056+00:00,1705627037088000000,1705627064460000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,17,2024-01-19 01:17:32.088000+00:00,2024-01-19 01:17:44.460000+00:00,samsung:SM-G996N:674632a6
120289,2024-02-02 13:45:42.887024+00:00,2024-02-02 13:45:42.887030+00:00,1705627037088000000,1705627064460000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,21,2024-01-19 01:17:17.088000+00:00,2024-01-19 01:17:32.088000+00:00,samsung:SM-G996N:674632a6
120288,2024-02-02 13:45:42.886993+00:00,2024-02-02 13:45:42.886998+00:00,1705627034099000000,1705627037088000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,4,2024-01-19 01:17:14.099000+00:00,2024-01-19 01:17:17.088000+00:00,samsung:SM-G996N:674632a6
120287,2024-02-02 13:45:42.886963+00:00,2024-02-02 13:45:42.886968+00:00,1705626974099000000,1705627034099000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:16:59.099000+00:00,2024-01-19 01:17:14.099000+00:00,samsung:SM-G996N:674632a6
120286,2024-02-02 13:45:42.886938+00:00,2024-02-02 13:45:42.886943+00:00,1705626974099000000,1705627034099000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:16:44.099000+00:00,2024-01-19 01:16:59.099000+00:00,samsung:SM-G996N:674632a6
120285,2024-02-02 13:45:42.886914+00:00,2024-02-02 13:45:42.886919+00:00,1705626974099000000,1705627034099000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:16:29.099000+00:00,2024-01-19 01:16:44.099000+00:00,samsung:SM-G996N:674632a6
120284,2024-02-02 13:45:42.886889+00:00,2024-02-02 13:45:42.886894+00:00,1705626974099000000,1705627034099000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:16:14.099000+00:00,2024-01-19 01:16:29.099000+00:00,samsung:SM-G996N:674632a6
120283,2024-02-02 13:45:42.886864+00:00,2024-02-02 13:45:42.886869+00:00,1705626897091000000,1705626946267000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,3,2024-01-19 01:15:42.091000+00:00,2024-01-19 01:15:46.267000+00:00,samsung:SM-G996N:674632a6
120282,2024-02-02 13:45:42.886839+00:00,2024-02-02 13:45:42.886844+00:00,1705626897091000000,1705626946267000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:15:27.091000+00:00,2024-01-19 01:15:42.091000+00:00,samsung:SM-G996N:674632a6
120281,2024-02-02 13:45:42.886815+00:00,2024-02-02 13:45:42.886820+00:00,1705626897091000000,1705626946267000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:15:12.091000+00:00,2024-01-19 01:15:27.091000+00:00,samsung:SM-G996N:674632a6
120280,2024-02-02 13:45:42.886790+00:00,2024-02-02 13:45:42.886795+00:00,1705626897091000000,1705626946267000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,6,2024-01-19 01:14:57.091000+00:00,2024-01-19 01:15:12.091000+00:00,samsung:SM-G996N:674632a6
120279,2024-02-02 13:45:42.886765+00:00,2024-02-02 13:45:42.886770+00:00,1705626771091003072,1705626897091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:14:36.091003+00:00,2024-01-19 01:14:51.091003+00:00,samsung:SM-G996N:674632a6
120278,2024-02-02 13:45:42.886740+00:00,2024-02-02 13:45:42.886745+00:00,1705626771091003072,1705626897091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:14:21.091003+00:00,2024-01-19 01:14:36.091003+00:00,samsung:SM-G996N:674632a6
120277,2024-02-02 13:45:42.886715+00:00,2024-02-02 13:45:42.886720+00:00,1705626771091003072,1705626897091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:14:06.091003+00:00,2024-01-19 01:14:21.091003+00:00,samsung:SM-G996N:674632a6
120276,2024-02-02 13:45:42.886691+00:00,2024-02-02 13:45:42.886696+00:00,1705626771091003072,1705626897091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:13:51.091003+00:00,2024-01-19 01:14:06.091003+00:00,samsung:SM-G996N:674632a6
120275,2024-02-02 13:45:42.886665+00:00,2024-02-02 13:45:42.886670+00:00,1705626771091003072,1705626897091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:13:36.091003+00:00,2024-01-19 01:13:51.091003+00:00,samsung:SM-G996N:674632a6
120274,2024-02-02 13:45:42.886640+00:00,2024-02-02 13:45:42.886645+00:00,1705626771091003072,1705626897091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:13:21.091003+00:00,2024-01-19 01:13:36.091003+00:00,samsung:SM-G996N:674632a6
120273,2024-02-02 13:45:42.886615+00:00,2024-02-02 13:45:42.886620+00:00,1705626771091003072,1705626897091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:13:06.091003+00:00,2024-01-19 01:13:21.091003+00:00,samsung:SM-G996N:674632a6
120272,2024-02-02 13:45:42.886590+00:00,2024-02-02 13:45:42.886595+00:00,1705626771091003072,1705626897091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:12:51.091003+00:00,2024-01-19 01:13:06.091003+00:00,samsung:SM-G996N:674632a6
120271,2024-02-02 13:45:42.886565+00:00,2024-02-02 13:45:42.886571+00:00,1705626579101000000,1705626624087000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:10:09.101000+00:00,2024-01-19 01:10:24.087000+00:00,samsung:SM-G996N:674632a6
120270,2024-02-02 13:45:42.886541+00:00,2024-02-02 13:45:42.886546+00:00,1705626579101000000,1705626624087000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:09:54.101000+00:00,2024-01-19 01:10:09.101000+00:00,samsung:SM-G996N:674632a6
120269,2024-02-02 13:45:42.886515+00:00,2024-02-02 13:45:42.886521+00:00,1705626579101000000,1705626624087000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:09:39.101000+00:00,2024-01-19 01:09:54.101000+00:00,samsung:SM-G996N:674632a6
120268,2024-02-02 13:45:42.886491+00:00,2024-02-02 13:45:42.886495+00:00,1705626526100000000,1705626579101000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,5,2024-01-19 01:09:31.100000+00:00,2024-01-19 01:09:39.101000+00:00,samsung:SM-G996N:674632a6
120267,2024-02-02 13:45:42.886465+00:00,2024-02-02 13:45:42.886470+00:00,1705626526100000000,1705626579101000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:09:16.100000+00:00,2024-01-19 01:09:31.100000+00:00,samsung:SM-G996N:674632a6
120266,2024-02-02 13:45:42.886429+00:00,2024-02-02 13:45:42.886441+00:00,1705626526100000000,1705626579101000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:09:01.100000+00:00,2024-01-19 01:09:16.100000+00:00,samsung:SM-G996N:674632a6
120265,2024-02-02 13:45:42.886403+00:00,2024-02-02 13:45:42.886408+00:00,1705626526100000000,1705626579101000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,8,2024-01-19 01:08:46.100000+00:00,2024-01-19 01:09:01.100000+00:00,samsung:SM-G996N:674632a6
120264,2024-02-02 13:45:42.886379+00:00,2024-02-02 13:45:42.886383+00:00,1705626435091000000,1705626526100000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,2,2024-01-19 01:08:45.091000+00:00,2024-01-19 01:08:46.100000+00:00,samsung:SM-G996N:674632a6
120263,2024-02-02 13:45:42.886353+00:00,2024-02-02 13:45:42.886358+00:00,1705626435091000000,1705626526100000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,24,2024-01-19 01:08:30.091000+00:00,2024-01-19 01:08:45.091000+00:00,samsung:SM-G996N:674632a6
120262,2024-02-02 13:45:42.886327+00:00,2024-02-02 13:45:42.886332+00:00,1705626435091000000,1705626526100000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,24,2024-01-19 01:08:15.091000+00:00,2024-01-19 01:08:30.091000+00:00,samsung:SM-G996N:674632a6
120261,2024-02-02 13:45:42.886302+00:00,2024-02-02 13:45:42.886307+00:00,1705626435091000000,1705626526100000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,24,2024-01-19 01:08:00.091000+00:00,2024-01-19 01:08:15.091000+00:00,samsung:SM-G996N:674632a6
120260,2024-02-02 13:45:42.886276+00:00,2024-02-02 13:45:42.886281+00:00,1705626435091000000,1705626526100000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,24,2024-01-19 01:07:45.091000+00:00,2024-01-19 01:08:00.091000+00:00,samsung:SM-G996N:674632a6
120259,2024-02-02 13:45:42.886245+00:00,2024-02-02 13:45:42.886250+00:00,1705626435091000000,1705626526100000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,24,2024-01-19 01:07:30.091000+00:00,2024-01-19 01:07:45.091000+00:00,samsung:SM-G996N:674632a6
120258,2024-02-02 13:45:42.886220+00:00,2024-02-02 13:45:42.886225+00:00,1705626435091000000,1705626526100000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,24,2024-01-19 01:07:15.091000+00:00,2024-01-19 01:07:30.091000+00:00,samsung:SM-G996N:674632a6
120257,2024-02-02 13:45:42.886195+00:00,2024-02-02 13:45:42.886200+00:00,1705626373470000000,1705626435091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,5,2024-01-19 01:07:13.470000+00:00,2024-01-19 01:07:15.091000+00:00,samsung:SM-G996N:674632a6
120256,2024-02-02 13:45:42.886171+00:00,2024-02-02 13:45:42.886176+00:00,1705626373470000000,1705626435091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,28,2024-01-19 01:06:58.470000+00:00,2024-01-19 01:07:13.470000+00:00,samsung:SM-G996N:674632a6
120255,2024-02-02 13:45:42.886147+00:00,2024-02-02 13:45:42.886152+00:00,1705626373470000000,1705626435091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,28,2024-01-19 01:06:43.470000+00:00,2024-01-19 01:06:58.470000+00:00,samsung:SM-G996N:674632a6
120254,2024-02-02 13:45:42.886122+00:00,2024-02-02 13:45:42.886127+00:00,1705626373470000000,1705626435091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,28,2024-01-19 01:06:28.470000+00:00,2024-01-19 01:06:43.470000+00:00,samsung:SM-G996N:674632a6
120253,2024-02-02 13:45:42.886097+00:00,2024-02-02 13:45:42.886102+00:00,1705626373470000000,1705626435091000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,28,2024-01-19 01:06:13.470000+00:00,2024-01-19 01:06:28.470000+00:00,samsung:SM-G996N:674632a6
120252,2024-02-02 13:45:42.886072+00:00,2024-02-02 13:45:42.886077+00:00,1705626356113000000,1705626373470000000,raw:com.google.step_count.cumulative:samsung:SM-G996N:674632a6:Step Counter Sensor,5,2024-01-19 01:06:11.113000+00:00,2024-01-19 01:06:13.470000+00:00,samsung:SM-G996N:674632a6
